$X,$Y,$H,$SL1,$SL2,$SL3,$SL4,$WWR_S,$WWR_N,$WWR_E, $WWR_W,$ORI,$WALL_U,$WIN_U,$GFLOOR_U, $FLOOR_SH,$ROOF_U,$WIN_G,$ACH,$LHG,$EHG,$ChillerCOP,$BoilerEfficiency,$ChillerPumpTypeCat,$BoilerPumpTypeCat,$ChillerTypeCat,Peak: Ground Floor,Peak: Intermediate Floor,Peak: Top Floor,Mean: Ground Floor,Mean: Intermediate Floor,Mean: Top Floor,Peak: Boiler Energy,Mean: Boiler Energy,Total: Boiler Energy
44.7265625,55.5078125,5.689453125,1.637597656,1.871503906,4.756347656,1.988457031,0.199101563,0.485507812,0.305585938,0.584648438,100.546875,0.055703125,1.686523438,0.041796875,928.7109375,0.057578125,0.6140625,0.3140625,11.79492188,13.44726563,4.892578125,0.780273438,0,0,1,46589.15643,169903.916,45787.73992,3019.295408,7602.440793,3189.647341,362261.537,14783.44095,129502942.7
37.2265625,33.0078125,4.564453125,2.261347656,2.495253906,2.885097656,3.859707031,0.551601563,0.133007813,0.658085938,0.232148438,145.546875,0.030703125,1.499023438,0.046796875,966.2109375,0.052578125,0.5140625,0.6140625,5.669921875,11.57226563,5.267578125,0.967773438,0,0,0,38677.90076,172684.8915,40684.01844,2633.226043,7789.418413,2641.632156,277139.4413,18146.39587,158962427.8
67.2265625,63.0078125,3.064453125,4.756347656,4.990253906,0.390097656,1.364707031,0.081601562,0.603007813,0.188085938,0.702148438,-34.453125,0.050703125,0.749023438,0.066796875,1116.210938,0.032578125,0.1140625,0.2140625,9.169921875,14.07226563,3.767578125,0.817773438,1,1,1,11010.80925,12607.64816,7248.130936,1351.794096,47.76818007,150.6271792,103075.8632,979.9140366,8584046.96
52.2265625,48.0078125,5.314453125,1.013847656,3.742753906,1.637597656,2.612207031,0.316601563,0.838007813,0.423085938,0.937148438,-124.453125,0.040703125,1.874023438,0.056796875,1041.210938,0.042578125,0.7140625,0.4140625,7.419921875,10.32226563,3.017578125,0.892773438,0,0,1,76195.88861,338847.3717,77765.84819,5102.632911,14066.11571,4407.583357,530712.6748,31467.25307,275653136.9
22.2265625,78.0078125,3.814453125,3.508847656,1.247753906,4.132597656,0.117207031,0.786601563,0.368007813,0.893085938,0.467148437,55.546875,0.060703125,1.124023438,0.036796875,1191.210938,0.062578125,0.3140625,0.8140625,10.91992188,12.82226563,4.517578125,0.742773437,1,1,0,41165.91141,169415.7355,42824.26162,2478.084144,7565.444183,3075.040566,277340.3504,16852.64482,147629168.6
23.1640625,33.9453125,3.298828125,3.898691406,4.444472656,4.834316406,2.846113281,0.918789062,0.676445313,0.379023438,0.070585938,-163.828125,0.041328125,1.522460938,0.049921875,970.8984375,0.060703125,0.2015625,0.3515625,11.24804688,13.36914063,3.158203125,0.775585937,0,0,1,11252.0159,40952.41371,12946.17768,440.1596231,413.7781832,355.0154871,83964.07203,1359.938293,11913059.45
53.1640625,63.9453125,4.798828125,1.403691406,1.949472656,2.339316406,0.351113281,0.448789063,0.206445313,0.849023438,0.540585938,16.171875,0.061328125,0.772460938,0.069921875,1120.898438,0.040703125,0.6015625,0.7515625,7.748046875,10.86914063,4.658203125,0.925585938,1,1,0,103715.4022,404335.1127,89302.82086,7058.938077,17615.29843,5822.823753,666154.7239,44833.30319,392739735.9
68.1640625,48.9453125,4.048828125,2.651191406,0.701972656,1.091816406,4.093613281,0.213789063,0.441445312,0.614023438,0.775585937,106.171875,0.031328125,1.897460938,0.059921875,1045.898438,0.030703125,0.4015625,0.9515625,9.498046875,14.61914063,5.408203125,0.700585938,0,0,0,93855.71466,383533.8099,80273.43302,5953.405608,15214.62697,4400.071809,621355.7534,31047.98221,271980324.2
38.1640625,78.9453125,5.548828125,0.156191406,3.196972656,3.586816406,1.598613281,0.683789062,0.911445312,0.144023438,0.305585938,-73.828125,0.051328125,1.147460938,0.039921875,1195.898438,0.050703125,0.8015625,0.5515625,5.998046875,12.11914063,3.908203125,0.850585938,1,1,1,92472.63606,408176.5731,95551.40632,5881.376574,19443.05141,6523.109986,661256.03,48117.2157,421506809.5
45.6640625,41.4453125,5.173828125,0.779941406,2.573222656,4.210566406,4.717363281,0.096289063,0.323945312,0.731523437,0.893085938,-28.828125,0.036328125,0.584960938,0.034921875,1158.398438,0.055703125,0.7015625,0.8515625,10.37304688,12.74414063,3.533203125,0.738085938,1,1,0,58071.62388,253349.1806,60361.61575,3348.19799,12370.02823,4329.23845,397946.7749,23632.21873,207018236
75.6640625,71.4453125,3.673828125,3.274941406,0.078222656,1.715566406,2.222363281,0.566289063,0.793945313,0.261523438,0.423085938,151.171875,0.056328125,1.334960938,0.054921875,1008.398438,0.035703125,0.3015625,0.4515625,6.873046875,10.24414063,5.033203125,0.888085938,0,0,1,88612.93872,300149.6949,79131.7782,3587.706379,3824.66979,1745.382419,617978.3809,15388.15182,134800210
60.6640625,26.4453125,5.923828125,2.027441406,1.325722656,0.468066406,3.469863281,0.801289063,0.558945313,0.026523437,0.188085938,61.171875,0.046328125,0.959960938,0.064921875,1083.398438,0.045703125,0.5015625,0.2515625,8.623046875,13.99414063,5.783203125,0.813085937,1,1,1,36333.44042,128076.9651,33763.71533,2096.813966,3175.57476,1143.276353,255462.2933,8260.397802,72361084.75
30.6640625,56.4453125,4.423828125,4.522441406,3.820722656,2.963066406,0.974863281,0.331289063,0.088945312,0.496523438,0.658085938,-118.828125,0.066328125,1.709960938,0.044921875,933.3984375,0.065703125,0.1015625,0.6515625,5.123046875,11.49414063,4.283203125,0.963085938,0,0,0,58742.2289,275126.12,68964.14895,5062.606644,17377.87886,6049.512445,443024.6773,41191.34829,360836211
34.4140625,45.1953125,5.736328125,3.586816406,2.261347656,3.274941406,4.405488281,0.037539063,0.265195313,0.202773438,0.599335938,-141.328125,0.058828125,1.053710938,0.057421875,1139.648438,0.033203125,0.8515625,0.8015625,9.935546875,13.05664063,5.220703125,0.831835938,1,0,1,64351.94986,293484.052,64391.95417,4594.082982,15748.48355,4273.63388,442369.7003,28636.21025,250853201.8
64.4140625,75.1953125,4.236328125,1.091816406,4.756347656,0.779941406,1.910488281,0.507539062,0.735195312,0.672773438,0.129335938,38.671875,0.038828125,1.803710938,0.037421875,989.6484375,0.053203125,0.4515625,0.4015625,6.435546875,10.55664063,3.720703125,0.981835938,0,1,0,83308.3519,312574.9595,88135.30798,3917.438532,7744.296154,3947.231851,619729.4518,29033.45555,254333070.6
79.4140625,30.1953125,4.986328125,4.834316406,3.508847656,2.027441406,3.157988281,0.742539063,0.500195312,0.907773438,0.364335938,128.671875,0.068828125,0.678710938,0.047421875,1064.648438,0.063203125,0.6515625,0.2015625,11.68554688,14.30664063,4.470703125,0.756835938,1,0,0,17647.95172,34413.11506,14618.3822,1826.598193,1786.643379,1472.571312,215503.7963,3020.515124,26459712.49
49.4140625,60.1953125,3.486328125,2.339316406,1.013847656,4.522441406,0.662988281,0.272539063,0.030195313,0.437773438,0.834335938,-51.328125,0.048828125,1.428710938,0.067421875,914.6484375,0.043203125,0.2515625,0.6015625,8.185546875,11.80664063,5.970703125,0.906835938,0,1,1,57345.12012,208463.2534,55030.82967,2862.284563,3713.347327,1652.762144,415958.3188,13434.90324,117689752.4
41.9140625,22.6953125,3.861328125,1.715566406,0.390097656,2.651191406,2.534238281,0.860039063,0.617695313,0.555273438,0.246835938,-6.328125,0.063828125,1.991210938,0.062421875,952.1484375,0.048203125,0.1515625,0.3015625,9.060546875,13.68164063,4.845703125,0.719335937,0,1,0,22629.23738,95461.95869,21671.93775,1591.833721,3419.176384,1093.577577,163282.5213,9954.306304,87199723.22
71.9140625,52.6953125,5.361328125,4.210566406,2.885097656,0.156191406,0.039238281,0.390039063,0.147695313,0.085273438,0.716835938,173.671875,0.043828125,1.241210938,0.042421875,1102.148438,0.068203125,0.5515625,0.7015625,5.560546875,11.18164063,3.345703125,0.869335938,1,0,1,128781.212,587861.6868,150912.8123,9139.890216,31191.59833,12033.76572,951918.0831,72885.8549,638480088.9
56.9140625,37.6953125,3.111328125,0.468066406,4.132597656,1.403691406,3.781738281,0.155039063,0.382695313,0.320273438,0.481835938,83.671875,0.053828125,1.616210938,0.032421875,1027.148438,0.058203125,0.3515625,0.9015625,10.81054688,14.93164063,4.095703125,0.794335938,0,1,1,33982.93676,134039.1575,39949.07215,1412.070685,2837.501947,1616.820411,264902.3311,6616.064236,57956722.7
26.9140625,67.6953125,4.611328125,2.963066406,1.637597656,3.898691406,1.286738281,0.625039063,0.852695313,0.790273438,0.011835938,-96.328125,0.033828125,0.866210938,0.052421875,1177.148438,0.038203125,0.7515625,0.5015625,7.310546875,12.43164063,5.595703125,0.944335938,1,0,0,43516.79846,171047.7091,38253.22993,2386.25196,5318.44758,2014.225511,280579.5121,11487.7802,100632954.5
25.0390625,35.8203125,4.142578125,2.183378906,3.352910156,0.312128906,0.507050781,0.184414063,0.764570313,0.290898438,0.041210937,-40.078125,0.065078125,0.538085938,0.036171875,961.5234375,0.031953125,0.6765625,0.9765625,11.46679688,10.40039063,5.689453125,0.953710937,1,1,1,28620.49007,129950.3276,25291.10055,1720.532274,6211.079602,1721.008364,194494.476,12639.11179,110718619.3
55.0390625,65.8203125,5.642578125,4.678378906,0.857910156,2.807128906,3.002050781,0.654414063,0.294570313,0.760898438,0.511210938,139.921875,0.045078125,1.288085938,0.056171875,1111.523438,0.051953125,0.2765625,0.5765625,7.966796875,12.90039063,4.189453125,0.803710938,0,0,0,111489.8312,481535.3774,117672.4288,7102.617117,19607.16404,7119.566044,786103.6712,44219.50803,387362890.3
70.0390625,20.8203125,3.392578125,0.935878906,2.105410156,4.054628906,1.754550781,0.889414063,0.059570313,0.525898438,0.746210938,49.921875,0.055078125,0.913085938,0.066171875,1036.523438,0.061953125,0.8765625,0.3765625,9.716796875,11.65039063,3.439453125,0.878710938,1,1,0,12336.96957,35334.2523,14549.35166,2411.744479,3266.051702,1917.04978,211719.7612,10049.27251,88031627.16
40.0390625,50.8203125,4.892578125,3.430878906,4.600410156,1.559628906,4.249550781,0.419414062,0.529570313,0.055898438,0.276210938,-130.078125,0.035078125,1.663085938,0.046171875,1186.523438,0.041953125,0.4765625,0.7765625,6.216796875,14.15039063,4.939453125,0.728710937,0,0,1,69448.80705,315983.9296,74687.89025,4986.390885,16424.01736,5135.07134,498855.5611,35780.79851,313439795
47.5390625,28.3203125,5.267578125,2.807128906,3.976660156,0.935878906,2.378300781,0.771914062,0.177070313,0.878398437,0.863710937,-175.078125,0.050078125,1.475585938,0.041171875,1149.023438,0.046953125,0.3765625,0.2765625,10.59179688,11.02539063,5.314453125,0.916210938,0,0,0,33188.37676,148559.3055,35815.96058,1587.747739,3982.493583,1551.511884,242604.2883,8239.993849,72182346.11
77.5390625,58.3203125,3.767578125,0.312128906,1.481660156,3.430878906,4.873300781,0.301914062,0.647070313,0.408398438,0.393710937,4.921875,0.030078125,0.725585938,0.061171875,999.0234375,0.066953125,0.7765625,0.6765625,7.091796875,13.52539063,3.814453125,0.766210937,1,1,1,79230.20182,265106.607,76630.30755,5057.573532,7925.196869,4659.490606,584410.3408,28065.66851,245855256.2
62.5390625,43.3203125,4.517578125,4.054628906,0.234160156,4.678378906,1.130800781,0.066914063,0.882070313,0.173398438,0.158710938,94.921875,0.060078125,1.850585938,0.051171875,1074.023438,0.056953125,0.1765625,0.8765625,8.841796875,12.27539063,3.064453125,0.991210938,0,0,1,90243.27275,406929.0592,101153.9969,6269.335541,20119.16366,7175.944576,656818.0151,44330.93635,388339002.4
32.5390625,73.3203125,3.017578125,1.559628906,2.729160156,2.183378906,3.625800781,0.536914063,0.412070313,0.643398437,0.628710938,-85.078125,0.040078125,1.100585938,0.031171875,924.0234375,0.036953125,0.5765625,0.4765625,5.341796875,14.77539063,4.564453125,0.841210938,1,1,0,29466.53348,109858.2728,24993.21642,1325.098532,1899.314549,812.6553689,225135.9186,7877.918295,69010564.26
28.7890625,24.5703125,4.705078125,0.624003906,1.169785156,1.871503906,2.066425781,0.830664062,0.235820313,0.114648437,0.687460937,-17.578125,0.032578125,1.944335938,0.068671875,1130.273438,0.064453125,0.4265625,0.2265625,10.15429688,10.71289063,4.001953125,0.972460938,0,1,1,17951.37047,66766.0719,17548.40114,1397.155723,3230.353746,1271.043843,133465.0908,9625.572864,84320018.29
58.7890625,54.5703125,3.205078125,3.119003906,3.664785156,4.366503906,4.561425781,0.360664063,0.705820313,0.584648438,0.217460938,162.421875,0.052578125,1.194335938,0.048671875,980.2734375,0.044453125,0.8265625,0.6265625,6.654296875,13.21289063,5.501953125,0.822460937,1,0,0,51200.49533,176072.425,44816.53629,2358.661699,2904.152747,1519.717671,347826.7771,9767.750443,85565493.88
73.7890625,39.5703125,5.455078125,1.871503906,4.912285156,3.119003906,0.818925781,0.125664063,0.940820313,0.819648437,0.452460938,72.421875,0.042578125,1.569335938,0.038671875,1055.273438,0.034453125,0.2265625,0.8265625,11.90429688,11.96289063,4.751953125,0.897460938,0,1,0,104851.1256,490133.2708,106236.2541,6644.637304,25112.67614,7089.742684,784749.1423,49135.04774,430423018.2
43.7890625,69.5703125,3.955078125,4.366503906,2.417285156,0.624003906,3.313925781,0.595664062,0.470820313,0.349648437,0.922460937,-107.578125,0.062578125,0.819335938,0.058671875,905.2734375,0.054453125,0.6265625,0.4265625,8.404296875,14.46289063,3.251953125,0.747460938,1,0,1,45832.66852,147292.5247,42116.04697,2280.078699,2804.175314,1575.898556,301861.9211,8188.220335,71728810.13
36.2890625,47.0703125,3.580078125,4.990253906,1.793535156,2.495253906,0.195175781,0.243164063,0.823320312,0.702148438,0.334960938,-152.578125,0.047578125,1.006835938,0.053671875,942.7734375,0.059453125,0.5265625,0.9265625,9.279296875,10.08789063,4.376953125,0.859960937,1,0,0,46455.68626,200335.4371,52454.95282,2595.283988,6533.212812,2796.583361,336568.8195,15293.72531,133973033.7
66.2890625,77.0703125,5.080078125,2.495253906,4.288535156,4.990253906,2.690175781,0.713164063,0.353320313,0.232148438,0.804960938,27.421875,0.067578125,1.756835938,0.033671875,1092.773438,0.039453125,0.1265625,0.5265625,5.779296875,12.58789063,5.876953125,0.709960938,0,1,1,135807.7598,627230.0696,149623.3533,8350.179095,26567.74422,8684.488911,1113874.8,69453.58616,608413414.7
51.2890625,32.0703125,4.330078125,3.742753906,3.041035156,3.742753906,1.442675781,0.948164063,0.118320312,0.467148437,0.569960938,117.421875,0.037578125,0.631835938,0.043671875,1017.773438,0.049453125,0.7265625,0.3265625,11.02929688,11.33789063,5.126953125,0.934960938,1,0,1,13217.75458,24537.0077,10497.77347,1121.079393,1481.03414,990.5349146,167658.4718,2665.30588,23348079.51
21.2890625,62.0703125,5.830078125,1.247753906,0.546035156,1.247753906,3.937675781,0.478164063,0.588320312,0.937148438,0.099960937,-62.578125,0.057578125,1.381835938,0.063671875,1167.773438,0.069453125,0.3265625,0.7265625,7.529296875,13.83789063,3.626953125,0.784960938,0,1,0,63873.33604,298319.4847,70217.9,5886.536826,21587.42979,6506.629188,472759.8355,47404.33414,415261967.1
21.7578125,25.9765625,4.494140625,3.080019531,1.910488281,2.066425781,4.834316406,0.412070313,0.918789062,0.445117188,0.503867187,97.734375,0.042890625,1.745117188,0.042109375,1090.429688,0.031640625,0.4953125,0.2203125,9.005859375,11.53320313,3.884765625,0.740429687,1,1,0,14361.92993,58439.58549,13307.64344,1079.885682,3035.460874,826.3494901,107901.0673,7313.732617,64068297.72
51.7578125,55.9765625,5.994140625,0.585019531,4.405488281,4.561425781,2.339316406,0.882070313,0.448789063,0.915117187,0.033867188,-82.265625,0.062890625,0.995117188,0.062109375,940.4296875,0.051640625,0.8953125,0.6203125,5.505859375,14.03320313,5.384765625,0.890429688,0,0,1,109040.8659,482003.5288,103644.6452,8388.642511,27968.60755,8010.214078,710686.348,61017.35041,534511989.6
66.7578125,40.9765625,3.744140625,4.327519531,3.157988281,3.313925781,3.586816406,0.647070313,0.213789063,0.680117187,0.268867188,-172.265625,0.032890625,1.370117188,0.052109375,1165.429688,0.061640625,0.2953125,0.8203125,10.75585938,10.28320313,4.634765625,0.815429688,1,1,1,62055.48553,249351.3768,73155.6114,2733.9361,5553.16025,3235.524492,472611.3451,15094.13649,132224635.7
36.7578125,70.9765625,5.244140625,1.832519531,0.662988281,0.818925781,1.091816406,0.177070313,0.683789062,0.210117188,0.738867188,7.734375,0.052890625,0.620117188,0.032109375,1015.429688,0.041640625,0.6953125,0.4203125,7.255859375,12.78320313,3.134765625,0.965429688,0,0,0,51063.64193,200766.8101,48652.05461,3238.533483,9369.941157,3394.851235,434878.5591,21477.48341,188142754.6
44.2578125,48.4765625,5.619140625,2.456269531,0.039238281,1.442675781,2.963066406,0.529570313,0.096289063,0.797617188,0.386367188,52.734375,0.037890625,1.182617188,0.037109375,977.9296875,0.046640625,0.5953125,0.9203125,9.880859375,12.15820313,4.259765625,0.777929687,0,0,1,85781.85789,396034.1016,80743.54478,6282.329865,25400.24198,6962.124934,564090.7264,53731.1953,470685270.8
74.2578125,78.4765625,4.119140625,4.951269531,2.534238281,3.937675781,0.468066406,0.059570313,0.566289063,0.327617188,0.856367188,-127.265625,0.057890625,1.932617188,0.057109375,1127.929688,0.066640625,0.1953125,0.5203125,6.380859375,14.65820313,5.759765625,0.927929688,1,1,0,116080.7464,450617.3275,140238.6661,6190.367697,10349.8967,5997.860075,916546.4773,37447.11092,328036691.7
59.2578125,33.4765625,4.869140625,1.208769531,3.781738281,2.690175781,4.210566406,0.294570313,0.801289063,0.092617187,0.621367188,-37.265625,0.047890625,0.807617188,0.067109375,902.9296875,0.056640625,0.7953125,0.3203125,11.63085938,10.90820313,5.009765625,0.702929688,0,0,0,23966.79703,57878.13186,22799.88032,3908.225058,7647.806476,3319.953432,343133.1871,19410.35884,170034743.4
29.2578125,63.4765625,3.369140625,3.703769531,1.286738281,0.195175781,1.715566406,0.764570313,0.331289063,0.562617188,0.151367188,142.734375,0.067890625,1.557617188,0.047109375,1052.929688,0.036640625,0.3953125,0.7203125,8.130859375,13.40820313,3.509765625,0.852929688,1,1,1,39929.79948,162501.1233,37866.4136,2042.190489,4175.74191,1482.65948,294309.5496,10996.73578,96331405.42
33.0078125,37.2265625,4.681640625,4.639394531,4.717363281,1.130800781,2.651191406,0.588320312,0.037539063,0.151367188,0.210117188,120.234375,0.055390625,0.713867188,0.054609375,996.6796875,0.064140625,0.6453125,0.9703125,10.31835938,12.47070313,5.947265625,0.721679688,0,1,0,44980.50928,199771.3768,48642.95333,2938.020262,9394.759835,3381.233839,327779.9073,20245.26696,177348538.6
63.0078125,67.2265625,3.181640625,2.144394531,2.222363281,3.625800781,0.156191406,0.118320312,0.507539062,0.621367188,0.680117187,-59.765625,0.035390625,1.463867188,0.034609375,1146.679688,0.044140625,0.2453125,0.5703125,6.818359375,14.97070313,4.447265625,0.871679688,1,0,1,48854.97691,172106.4347,50987.98488,1926.688408,2099.149639,1484.005698,375335.4153,8207.460745,71897356.13
78.0078125,22.2265625,5.431640625,3.391894531,0.974863281,4.873300781,3.898691406,0.353320313,0.742539063,0.856367188,0.915117187,-149.765625,0.065390625,1.088867188,0.044609375,921.6796875,0.034140625,0.8453125,0.3703125,8.568359375,11.22070313,3.697265625,0.796679688,0,1,1,51101.67391,231092.9737,46308.58998,3075.261494,9342.492985,2615.023996,361811.1792,18633.74299,163231588.6
48.0078125,52.2265625,3.931640625,0.896894531,3.469863281,2.378300781,1.403691406,0.823320312,0.272539063,0.386367188,0.445117188,30.234375,0.045390625,1.838867188,0.064609375,1071.679688,0.054140625,0.4453125,0.7703125,5.068359375,13.72070313,5.197265625,0.946679688,1,0,0,73228.97825,299886.2736,72271.86829,5616.728969,14013.15879,4911.430631,494072.2988,36884.80075,323110854.6
40.5078125,29.7265625,3.556640625,0.273144531,2.846113281,0.507050781,4.522441406,0.470820313,0.860039063,0.503867187,0.797617188,75.234375,0.060390625,1.276367188,0.069609375,1109.179688,0.059140625,0.3453125,0.2703125,11.19335938,11.84570313,5.572265625,0.834179688,1,0,1,14711.26169,25512.23734,11252.13914,1024.055559,910.3672682,691.2945834,114456.1089,2483.352419,21754167.19
70.5078125,59.7265625,5.056640625,2.768144531,0.351113281,3.002050781,2.027441406,0.940820313,0.390039063,0.033867188,0.327617188,-104.765625,0.040390625,0.526367188,0.049609375,959.1796875,0.039140625,0.7453125,0.6703125,7.693359375,14.34570313,4.072265625,0.984179688,0,1,0,107491.959,439123.5082,101631.4515,5961.703237,15976.55767,5452.370772,749471.4197,36403.71652,318896556.7
55.5078125,44.7265625,4.306640625,1.520644531,1.598613281,4.249550781,3.274941406,0.705820313,0.155039063,0.268867188,0.092617187,-14.765625,0.050390625,1.651367188,0.039609375,1184.179688,0.049140625,0.1453125,0.8703125,9.443359375,10.59570313,3.322265625,0.759179688,1,0,0,73752.63092,333075.3458,83010.69945,4257.087674,13787.87142,5144.363038,543654.8841,31207.38528,273376695.1
25.5078125,74.7265625,5.806640625,4.015644531,4.093613281,1.754550781,0.779941406,0.235820313,0.625039063,0.738867188,0.562617188,165.234375,0.030390625,0.901367188,0.059609375,1034.179688,0.069140625,0.5453125,0.4703125,5.943359375,13.09570313,4.822265625,0.909179688,0,1,1,61784.02905,261180.5865,62982.90805,4085.725061,10197.37225,3817.318587,454277.1308,25101.28049,219887217.1
27.3828125,42.8515625,3.087890625,1.052832031,0.818925781,2.846113281,2.495253906,0.676445313,0.536914063,0.356992188,0.591992187,63.984375,0.069140625,1.229492188,0.033359375,1099.804688,0.060390625,0.8203125,0.8453125,9.224609375,14.81445313,4.916015625,0.918554688,0,0,0,18122.39651,66875.11769,21121.52925,1666.171139,4534.515263,1967.152548,186026.7426,9506.648759,83278243.13
57.3828125,72.8515625,4.587890625,3.547832031,3.313925781,0.351113281,4.990253906,0.206445313,0.066914063,0.826992187,0.121992187,-116.015625,0.049140625,1.979492188,0.053359375,949.8046875,0.040390625,0.4203125,0.4453125,5.724609375,12.31445313,3.416015625,0.768554688,1,1,1,95882.59201,402737.6475,100390.1589,5534.219647,11636.07828,4103.489949,759507.7605,36148.70406,316662647.6
72.3828125,27.8515625,3.837890625,2.300332031,4.561425781,1.598613281,1.247753906,0.441445312,0.301914062,0.591992187,0.356992188,-26.015625,0.059140625,0.854492188,0.063359375,1174.804688,0.030390625,0.6203125,0.2453125,10.97460938,13.56445313,4.166015625,0.993554688,0,0,1,12333.92556,35039.93363,12284.85685,2127.150838,2148.105112,993.5127335,191858.2117,4399.120091,38536292
42.3828125,57.8515625,5.337890625,4.795332031,2.066425781,4.093613281,3.742753906,0.911445312,0.771914062,0.121992187,0.826992187,153.984375,0.039140625,1.604492188,0.043359375,1024.804688,0.050390625,0.2203125,0.6453125,7.474609375,11.06445313,5.666015625,0.843554688,1,1,0,87334.5657,409685.9343,96481.03492,6605.307571,23381.0301,7361.535033,691541.7345,53435.74551,468097130.7
49.8828125,20.3515625,4.962890625,4.171582031,1.442675781,3.469863281,0.624003906,0.323945312,0.419414062,0.944492188,0.474492188,108.984375,0.054140625,1.791992188,0.048359375,987.3046875,0.055390625,0.1203125,0.3453125,10.09960938,14.18945313,4.541015625,0.956054688,1,1,1,29120.67044,132940.2004,32443.73328,1845.560927,5119.904124,1752.869287,229889.6409,12272.87457,107510381.2
79.8828125,50.3515625,3.462890625,1.676582031,3.937675781,0.974863281,3.119003906,0.793945313,0.889414063,0.474492188,0.944492188,-71.015625,0.034140625,1.041992188,0.068359375,1137.304688,0.035390625,0.5203125,0.7453125,6.599609375,11.68945313,3.041015625,0.806054688,0,0,0,87567.62028,308443.5376,70295.34955,5145.542751,8486.697678,3224.52135,548952.5764,24138.27183,211451261.2
64.8828125,35.3515625,5.712890625,2.924082031,2.690175781,2.222363281,1.871503906,0.558945313,0.654414063,0.239492188,0.709492188,-161.015625,0.064140625,1.416992188,0.058359375,912.3046875,0.045390625,0.3203125,0.9453125,11.84960938,12.93945313,3.791015625,0.881054688,1,1,0,104296.7702,490041.6421,110589.6176,8518.626677,32498.75753,8978.762722,775241.6388,63383.26868,555237433.6
34.8828125,65.3515625,4.212890625,0.429082031,0.195175781,4.717363281,4.366503906,0.088945312,0.184414063,0.709492188,0.239492188,18.984375,0.044140625,0.666992188,0.038359375,1062.304688,0.065390625,0.7203125,0.5453125,8.349609375,10.43945313,5.291015625,0.731054687,0,0,1,42111.09204,161661.045,45977.42134,2088.821923,4809.918915,2751.196047,318109.1243,12730.36588,111518005.1
31.1328125,31.6015625,5.900390625,1.364707031,3.625800781,3.781738281,0.312128906,0.265195313,0.478164063,0.063242187,0.180742188,86.484375,0.031640625,1.323242188,0.060859375,1006.054688,0.032890625,0.2703125,0.3953125,10.53710938,13.87695313,3.228515625,0.862304688,1,0,0,28305.64249,117804.4203,25186.56828,1500.489762,3397.978692,1075.859105,188513.811,7020.267042,61497539.29
61.1328125,61.6015625,4.400390625,3.859707031,1.130800781,1.286738281,2.807128906,0.735195312,0.948164063,0.533242188,0.650742188,-93.515625,0.051640625,0.573242188,0.040859375,1156.054688,0.052890625,0.6703125,0.7953125,7.037109375,11.37695313,4.728515625,0.712304688,0,1,1,97972.88531,413142.0029,106324.5596,5416.052545,15563.70187,6342.684019,704254.2107,37853.62138,331597723.3
76.1328125,46.6015625,5.150390625,0.117207031,2.378300781,0.039238281,1.559628906,0.500195312,0.713164063,0.768242188,0.885742188,-3.515625,0.041640625,1.698242188,0.030859375,931.0546875,0.062890625,0.4703125,0.9953125,8.787109375,12.62695313,5.478515625,0.937304688,1,0,1,143014.6428,688005.9063,153330.7392,10943.7171,46812.27548,13720.77395,1009392.461,98265.60605,860806709
46.1328125,76.6015625,3.650390625,2.612207031,4.873300781,2.534238281,4.054628906,0.030195313,0.243164063,0.298242188,0.415742187,176.484375,0.061640625,0.948242188,0.050859375,1081.054688,0.042890625,0.8703125,0.5953125,5.287109375,10.12695313,3.978515625,0.787304687,0,1,0,73732.80015,274741.5365,73645.14168,3678.82591,6308.997433,2890.354217,543720.0613,22063.04699,193272291.6
38.6328125,39.1015625,4.025390625,3.235957031,4.249550781,4.405488281,2.183378906,0.617695313,0.595664062,0.650742188,0.768242188,131.484375,0.046640625,0.760742188,0.055859375,1118.554688,0.047890625,0.7703125,0.8953125,11.41210938,14.50195313,3.603515625,0.974804688,0,1,1,35441.04469,132813.2832,31930.45946,1878.434314,3417.980456,1522.419119,229029.6031,6493.496318,56883027.75
68.6328125,69.1015625,5.525390625,0.740957031,1.754550781,1.910488281,4.678378906,0.147695313,0.125664063,0.180742188,0.298242188,-48.515625,0.066640625,1.510742188,0.035859375,968.5546875,0.067890625,0.3703125,0.4953125,7.912109375,12.00195313,5.103515625,0.824804688,1,0,0,119087.8113,541695.0273,149001.3746,5889.887126,17587.38594,8281.959157,915820.0632,45067.55433,394791776
53.6328125,24.1015625,3.275390625,4.483457031,0.507050781,0.662988281,0.935878906,0.382695313,0.360664063,0.415742187,0.063242187,-138.515625,0.036640625,1.135742188,0.045859375,1193.554688,0.057890625,0.5703125,0.2953125,9.662109375,13.25195313,5.853515625,0.899804688,0,1,0,10616.10423,20017.43445,10779.01073,541.6332053,241.2509431,447.0593202,81910.16403,1068.388923,9359086.962
23.6328125,54.1015625,4.775390625,1.988457031,3.002050781,3.157988281,3.430878906,0.852695313,0.830664062,0.885742188,0.533242188,41.484375,0.056640625,1.885742188,0.065859375,1043.554688,0.037890625,0.1703125,0.6953125,6.162109375,10.75195313,4.353515625,0.749804688,1,0,1,57141.4623,265438.1116,57000.83447,5983.471305,21298.74862,5348.19907,397950.147,46339.20658,405931449.6
