$X,$Y,$H,$SL1,$SL2,$SL3,$SL4,$WWR_S,$WWR_N,$WWR_E, $WWR_W,$ORI,$WALL_U,$WIN_U,$GFLOOR_U, $FLOOR_SH,$ROOF_U,$WIN_G,$ACH,$LHG,$EHG,$ChillerCOP,$BoilerEfficiency,$ChillerPumpTypeCat,$BoilerPumpTypeCat,$ChillerTypeCat,Peak: Ground Floor,Peak: Intermediate Floor,Peak: Top Floor,Mean: Ground Floor,Mean: Intermediate Floor,Mean: Top Floor,Peak: Boiler Energy,Mean: Boiler Energy,Total: Boiler Energy
58.90625,36.40625,3.5859375,2.310078125,0.126953125,2.855859375,2.699921875,0.09078125,0.59015625,0.47265625,0.78109375,36.5625,0.0421875,1.09765625,0.0471875,939.84375,0.0403125,0.85625,0.58125,8.9921875,14.1796875,3.2109375,0.75390625,1,0,1,30201.68577,20643.127,21142.56271,2293.771765,1405.621827,1614.529804,124722.1365,6265.60889,54886733.88
28.90625,66.40625,5.0859375,4.805078125,2.621953125,0.360859375,0.204921875,0.56078125,0.12015625,0.94265625,0.31109375,-143.4375,0.0621875,1.84765625,0.0671875,1089.84375,0.0603125,0.45625,0.98125,5.4921875,11.6796875,4.7109375,0.90390625,0,1,0,98574.68121,95167.00877,105096.1954,10766.52689,8900.318003,10814.13858,320561.2234,40946.33273,358689874.7
32.65625,32.65625,3.3984375,3.245703125,1.062578125,0.672734375,4.259296875,0.73703125,0.29640625,0.29640625,0.25234375,-120.9375,0.0546875,1.19140625,0.0346875,1033.59375,0.0378125,0.50625,0.73125,9.4296875,12.6171875,3.7734375,0.77265625,1,1,1,22765.06531,21746.44053,24475.69688,1034.356321,690.7843654,806.2662816,79816.21516,3210.947757,28127902.35
62.65625,62.65625,4.8984375,0.750703125,3.557578125,3.167734375,1.764296875,0.26703125,0.76640625,0.76640625,0.72234375,59.0625,0.0346875,1.94140625,0.0546875,1183.59375,0.0578125,0.10625,0.33125,5.9296875,10.1171875,5.2734375,0.92265625,0,0,0,95645.00774,90025.8327,109170.8022,6393.293226,4034.419494,5529.468058,340694.9832,24196.34681,211959998.1
77.65625,47.65625,4.1484375,4.493203125,4.805078125,4.415234375,3.011796875,0.03203125,0.53140625,0.53140625,0.48734375,149.0625,0.0646875,0.81640625,0.0646875,958.59375,0.0678125,0.70625,0.53125,11.1796875,13.8671875,4.5234375,0.84765625,1,1,0,60016.62875,51367.5952,64266.07288,2521.533125,1198.189191,1581.80404,221423.9773,6045.610843,52959550.98
47.65625,77.65625,5.6484375,1.998203125,2.310078125,1.920234375,0.516796875,0.50203125,0.06140625,0.06140625,0.01734375,-30.9375,0.0446875,1.56640625,0.0446875,1108.59375,0.0478125,0.30625,0.93125,7.6796875,11.3671875,3.0234375,0.99765625,0,0,1,155487.5356,151523.4583,167570.9447,12808.18353,10920.81035,13693.88768,504189.4084,50198.69847,439740598.6
40.15625,40.15625,4.5234375,1.374453125,1.686328125,0.048984375,3.635546875,0.14953125,0.64890625,0.88390625,0.60484375,-75.9375,0.0696875,1.75390625,0.0496875,1071.09375,0.0428125,0.40625,0.43125,8.5546875,13.2421875,4.1484375,0.81015625,0,0,0,41727.57265,39274.90897,43828.59631,2591.450445,1686.898434,1924.590085,136966.6957,8104.995508,70999760.65
70.15625,70.15625,3.0234375,3.869453125,4.181328125,2.543984375,1.140546875,0.61953125,0.17890625,0.41390625,0.13484375,104.0625,0.0496875,1.00390625,0.0696875,921.09375,0.0628125,0.80625,0.83125,5.0546875,10.7421875,5.6484375,0.96015625,1,1,1,109590.8971,96789.25419,117051.1151,7439.956947,4223.365749,5271.596738,386693.9088,26710.27714,233982027.8
55.15625,25.15625,5.2734375,0.126953125,2.933828125,3.791484375,4.883046875,0.85453125,0.41390625,0.17890625,0.36984375,14.0625,0.0596875,1.37890625,0.0596875,1146.09375,0.0528125,0.20625,0.63125,10.3046875,14.4921875,4.8984375,0.73515625,0,0,1,48973.93548,45544.42219,48642.52056,3544.520788,2530.006157,3030.483864,149499.9766,11779.98531,103192671.3
25.15625,55.15625,3.7734375,2.621953125,0.438828125,1.296484375,2.388046875,0.38453125,0.88390625,0.64890625,0.83984375,-165.9375,0.0396875,0.62890625,0.0396875,996.09375,0.0328125,0.60625,0.23125,6.8046875,11.9921875,3.3984375,0.88515625,1,1,0,16751.91301,12855.46075,10505.68083,600.9077121,204.2435762,168.2128727,61612.72139,1316.826311,11535398.48
27.03125,27.03125,4.9921875,2.466015625,4.649140625,2.699921875,0.672734375,0.88390625,0.73703125,0.20828125,0.86921875,-64.6875,0.0609375,0.76953125,0.0534375,1061.71875,0.0365625,0.73125,0.65625,11.8359375,10.2734375,3.3046875,0.87578125,1,0,1,24322.05968,21180.39086,20292.21253,1641.779739,1219.666309,1365.132145,71485.31666,4629.603781,40555329.12
57.03125,57.03125,3.4921875,4.961015625,2.154140625,0.204921875,3.167734375,0.41390625,0.26703125,0.67828125,0.39921875,115.3125,0.0409375,1.51953125,0.0334375,911.71875,0.0565625,0.33125,0.25625,8.3359375,12.7734375,4.8046875,0.72578125,0,1,0,22245.39887,22152.79336,28540.04799,759.5619706,301.213499,435.0790176,151331.5804,2981.174188,26115085.89
72.03125,42.03125,5.7421875,1.218515625,0.906640625,1.452421875,1.920234375,0.17890625,0.03203125,0.91328125,0.16421875,25.3125,0.0509375,1.14453125,0.0434375,1136.71875,0.0665625,0.53125,0.45625,10.0859375,11.5234375,5.5546875,0.95078125,1,0,0,75285.26459,71106.76738,83781.24627,3490.89104,2516.507854,3829.666881,257093.395,12226.84454,107107158.2
42.03125,72.03125,4.2421875,3.713515625,3.401640625,3.947421875,4.415234375,0.64890625,0.50203125,0.44328125,0.63421875,-154.6875,0.0309375,1.89453125,0.0634375,986.71875,0.0465625,0.13125,0.85625,6.5859375,14.0234375,4.0546875,0.80078125,0,1,1,100099.7931,94343.95998,107029.4484,8485.975454,6114.158551,7161.73347,340139.7646,30394.53325,266256111.3
49.53125,49.53125,3.1171875,3.089765625,2.777890625,3.323671875,1.296484375,0.06140625,0.14953125,0.56078125,0.04671875,-109.6875,0.0559375,1.33203125,0.0684375,1024.21875,0.0415625,0.23125,0.55625,10.9609375,10.8984375,3.6796875,0.98828125,0,1,0,34011.77702,26524.9108,31650.16241,1081.819402,295.8462668,268.3033335,125576.1102,2306.688352,20206589.97
79.53125,79.53125,4.6171875,0.594765625,0.282890625,0.828671875,3.791484375,0.53140625,0.61953125,0.09078125,0.51671875,70.3125,0.0359375,0.58203125,0.0484375,1174.21875,0.0615625,0.63125,0.95625,7.4609375,13.3984375,5.1796875,0.83828125,1,0,1,188795.8807,177173.1363,201844.3656,12058.0137,9083.37109,12188.32769,614222.3067,41992.20339,367851701.7
64.53125,34.53125,3.8671875,4.337265625,1.530390625,2.076171875,0.048984375,0.76640625,0.85453125,0.32578125,0.75171875,160.3125,0.0659375,1.70703125,0.0384375,949.21875,0.0515625,0.43125,0.75625,9.2109375,12.1484375,5.9296875,0.91328125,0,1,1,60290.23975,58973.68903,67608.70183,3732.819012,2785.000452,3438.19108,211242.5572,13091.79321,114684108.5
34.53125,64.53125,5.3671875,1.842265625,4.025390625,4.571171875,2.543984375,0.29640625,0.38453125,0.79578125,0.28171875,-19.6875,0.0459375,0.95703125,0.0584375,1099.21875,0.0315625,0.83125,0.35625,5.7109375,14.6484375,4.4296875,0.76328125,1,0,0,52653.89214,42413.26837,41724.74107,3512.609239,2182.895515,2308.98565,189863.3322,10711.71401,93834614.7
30.78125,38.28125,4.0546875,0.282890625,2.466015625,4.259296875,1.608359375,0.12015625,0.20828125,0.38453125,0.34046875,-87.1875,0.0384375,1.80078125,0.0409375,1042.96875,0.0690625,0.18125,0.50625,9.6484375,11.2109375,4.9921875,0.89453125,0,0,1,26253.84702,25671.16513,33118.31455,1231.849881,828.3744544,1327.493238,96327.08374,4514.614137,39548019.84
60.78125,68.28125,5.5546875,2.777890625,4.961015625,1.764296875,4.103359375,0.59015625,0.67828125,0.85453125,0.81046875,92.8125,0.0584375,1.05078125,0.0609375,1192.96875,0.0490625,0.58125,0.90625,6.1484375,13.7109375,3.4921875,0.74453125,1,1,0,169962.157,155711.4608,154689.0163,14460.32777,11200.22381,12646.46699,503730.6101,55806.64462,488866206.9
75.78125,23.28125,3.3046875,1.530390625,3.713515625,0.516796875,0.360859375,0.82515625,0.91328125,0.61953125,0.57546875,2.8125,0.0484375,1.42578125,0.0509375,967.96875,0.0390625,0.38125,0.70625,11.3984375,12.4609375,4.2421875,0.96953125,0,0,0,34167.93609,27276.06174,28041.11963,2343.975239,1486.22636,1716.749188,110450.1992,6876.060913,60234293.6
45.78125,53.28125,4.8046875,4.025390625,1.218515625,3.011796875,2.855859375,0.35515625,0.44328125,0.14953125,0.10546875,-177.1875,0.0684375,0.67578125,0.0309375,1117.96875,0.0590625,0.78125,0.30625,7.8984375,14.9609375,5.7421875,0.81953125,1,1,1,36707.50317,35403.387,45029.01943,1269.647203,775.6980764,1156.759092,157691.6296,4224.441842,37006110.53
38.28125,30.78125,5.9296875,4.649140625,0.594765625,4.883046875,0.984609375,0.94265625,0.79578125,0.73703125,0.69296875,-132.1875,0.0434375,1.23828125,0.0359375,1080.46875,0.0540625,0.88125,0.60625,8.7734375,10.5859375,4.6171875,0.93203125,1,1,0,49736.82329,48873.01792,51912.28567,3552.183354,2977.80338,3542.29119,155274.0629,12269.8146,107483575.9
68.28125,60.78125,4.4296875,2.154140625,3.089765625,2.388046875,3.479609375,0.47265625,0.32578125,0.26703125,0.22296875,47.8125,0.0634375,1.98828125,0.0559375,930.46875,0.0340625,0.48125,0.20625,5.2734375,13.0859375,3.1171875,0.78203125,0,0,1,65626.7798,52760.48899,52227.81468,3370.020636,1401.444005,1105.084638,229912.7581,10557.99907,92488071.86
53.28125,45.78125,5.1796875,3.401640625,4.337265625,1.140546875,2.232109375,0.23765625,0.09078125,0.03203125,0.45796875,137.8125,0.0334375,0.86328125,0.0659375,1155.46875,0.0440625,0.68125,0.40625,10.5234375,11.8359375,3.8671875,0.85703125,1,1,1,47437.92241,38722.30128,41938.59485,1804.694088,827.5456591,960.5818478,170611.266,4454.89125,39024847.35
23.28125,75.78125,3.6796875,0.906640625,1.842265625,3.635546875,4.727109375,0.70765625,0.56078125,0.50203125,0.92796875,-42.1875,0.0534375,1.61328125,0.0459375,1005.46875,0.0640625,0.28125,0.80625,7.0234375,14.3359375,5.3671875,0.70703125,0,0,0,53281.64568,51829.98367,61355.10721,4071.923674,3086.104855,3983.376579,179755.7896,14945.82911,130925463
22.34375,27.96875,4.1953125,1.764296875,2.543984375,3.089765625,1.998203125,0.57546875,0.25234375,0.07609375,0.56078125,109.6875,0.0340625,1.21484375,0.0378125,1085.15625,0.0621875,0.39375,0.36875,8.2265625,14.4140625,3.8203125,0.81484375,1,1,1,13194.25199,12194.0093,13905.87392,635.1296419,402.2217344,567.0475129,44808.71984,2245.681341,19672168.55
52.34375,57.96875,5.6953125,4.259296875,0.048984375,0.594765625,4.493203125,0.10546875,0.72234375,0.54609375,0.09078125,-70.3125,0.0540625,1.96484375,0.0578125,935.15625,0.0421875,0.79375,0.76875,11.7265625,11.9140625,5.3203125,0.96484375,0,0,0,113124.432,106493.5989,113116.3887,7811.370181,5969.945931,6846.772402,345402.8565,24789.41101,217155240.5
67.34375,42.96875,3.4453125,0.516796875,1.296484375,1.842265625,0.750703125,0.34046875,0.48734375,0.78109375,0.32578125,-160.3125,0.0440625,0.83984375,0.0678125,1160.15625,0.0321875,0.19375,0.96875,6.4765625,13.1640625,4.5703125,0.73984375,1,1,0,77434.63355,69235.55166,75693.0545,5358.2483,3219.258752,3249.269484,259348.6528,16814.39496,147294099.9
37.34375,72.96875,4.9453125,3.011796875,3.791484375,4.337265625,3.245703125,0.81046875,0.01734375,0.31109375,0.79578125,19.6875,0.0640625,1.58984375,0.0478125,1010.15625,0.0521875,0.59375,0.56875,9.9765625,10.6640625,3.0703125,0.88984375,0,0,1,75970.48029,69897.72621,72323.6957,4559.83597,3291.964653,4099.439693,230080.3777,15539.40989,136125230.7
44.84375,35.46875,5.3203125,3.635546875,4.415234375,3.713515625,0.126953125,0.45796875,0.60484375,0.66359375,0.44328125,64.6875,0.0490625,1.77734375,0.0428125,1047.65625,0.0571875,0.69375,0.86875,7.3515625,13.7890625,4.1953125,0.70234375,0,0,0,69329.80239,65503.52607,64527.9919,5922.679201,4959.803144,5655.349473,196988.5109,23144.57941,202746515.6
74.84375,65.46875,3.8203125,1.140546875,1.920234375,1.218515625,2.621953125,0.92796875,0.13484375,0.19359375,0.91328125,-115.3125,0.0690625,1.02734375,0.0628125,1197.65625,0.0371875,0.29375,0.46875,10.8515625,11.2890625,5.6953125,0.85234375,1,1,1,67702.75418,53255.38565,59781.70509,2206.003693,755.676824,706.2469085,250957.6577,4418.971964,38710194.41
59.84375,20.46875,4.5703125,4.883046875,0.672734375,2.466015625,1.374453125,0.69296875,0.36984375,0.42859375,0.67828125,-25.3125,0.0390625,1.40234375,0.0528125,972.65625,0.0471875,0.89375,0.26875,5.6015625,12.5390625,4.9453125,0.77734375,0,0,1,24073.84604,21792.77085,23963.44535,3477.637097,2429.610759,2795.746316,144471.6867,16163.90367,141595796.1
29.84375,50.46875,3.0703125,2.388046875,3.167734375,4.961015625,3.869453125,0.22296875,0.83984375,0.89859375,0.20828125,154.6875,0.0590625,0.65234375,0.0328125,1122.65625,0.0671875,0.49375,0.66875,9.1015625,10.0390625,3.4453125,0.92734375,1,1,0,23438.12252,22289.71495,28977.88532,753.6706881,445.9283119,807.0638552,92080.88008,2618.581549,22938774.37
33.59375,46.71875,4.7578125,0.828671875,0.360859375,4.025390625,0.438828125,0.39921875,0.66359375,0.25234375,0.14953125,132.1875,0.0665625,1.30859375,0.0653125,1028.90625,0.0346875,0.54375,0.81875,6.0390625,14.1015625,5.8828125,0.79609375,0,1,1,60910.62502,56542.30529,59063.47874,5143.914715,3678.130079,3958.256355,193804.2399,17166.871,150381789.9
63.59375,76.71875,3.2578125,3.323671875,2.855859375,1.530390625,2.933828125,0.86921875,0.19359375,0.72234375,0.61953125,-47.8125,0.0465625,0.55859375,0.0453125,1178.90625,0.0546875,0.14375,0.41875,9.5390625,11.6015625,4.3828125,0.94609375,1,0,0,31788.55447,27470.92375,43797.55698,843.7335074,222.3579248,376.2179703,176202.5725,2057.652121,18025032.58
78.59375,31.71875,5.5078125,2.076171875,4.103359375,0.282890625,1.686328125,0.63421875,0.42859375,0.48734375,0.85453125,-137.8125,0.0565625,1.68359375,0.0353125,953.90625,0.0646875,0.74375,0.21875,7.7890625,12.8515625,3.6328125,0.72109375,0,1,0,57496.20998,56471.51116,67548.13763,3039.728705,2204.888886,2991.44123,219825.8657,11250.95526,98558368.06
48.59375,61.71875,4.0078125,4.571171875,1.608359375,2.777890625,4.181328125,0.16421875,0.89859375,0.01734375,0.38453125,42.1875,0.0365625,0.93359375,0.0553125,1103.90625,0.0446875,0.34375,0.61875,11.2890625,10.3515625,5.1328125,0.87109375,1,0,1,53196.08668,44468.95507,48759.53471,2010.037086,1015.61904,1214.453537,172823.4814,4607.768468,40364051.78
41.09375,24.21875,3.6328125,3.947421875,2.232109375,4.649140625,2.310078125,0.51671875,0.31109375,0.83984375,0.73703125,87.1875,0.0515625,0.74609375,0.0503125,1066.40625,0.0496875,0.44375,0.31875,5.1640625,14.7265625,5.5078125,0.75859375,1,0,0,15998.07003,12305.26131,14821.31896,977.1021955,500.4001805,597.4822951,64490.24487,3441.014242,30143284.76
71.09375,54.21875,5.1328125,1.452421875,4.727109375,2.154140625,4.805078125,0.04671875,0.78109375,0.36984375,0.26703125,-92.8125,0.0315625,1.49609375,0.0303125,916.40625,0.0696875,0.84375,0.71875,8.6640625,12.2265625,4.0078125,0.90859375,0,1,1,111655.4904,112087.6932,133819.9879,6317.612483,5432.122373,7729.730626,392398.9392,26239.61264,229859006.7
56.09375,39.21875,4.3828125,2.699921875,3.479609375,0.906640625,1.062578125,0.28171875,0.54609375,0.13484375,0.03203125,-2.8125,0.0615625,1.12109375,0.0403125,1141.40625,0.0596875,0.24375,0.91875,6.9140625,13.4765625,3.2578125,0.83359375,1,0,1,72870.0275,71157.41642,81904.71107,5177.322687,4188.164705,5603.208765,243031.9295,20306.266,177882890.1
26.09375,69.21875,5.8828125,0.204921875,0.984609375,3.401640625,3.557578125,0.75171875,0.07609375,0.60484375,0.50203125,177.1875,0.0415625,1.87109375,0.0603125,991.40625,0.0396875,0.64375,0.51875,10.4140625,10.9765625,4.7578125,0.98359375,0,1,0,68673.31848,64205.74416,66278.93144,4896.837891,3429.546861,3659.831547,220222.1386,14762.73821,129321586.7
24.21875,41.09375,3.3515625,4.727109375,3.947421875,1.998203125,4.649140625,0.25234375,0.22296875,0.22296875,0.53140625,53.4375,0.0578125,1.73046875,0.0465625,1075.78125,0.0309375,0.71875,0.99375,8.4453125,11.7578125,5.0390625,0.99296875,0,0,1,28908.78561,25830.6305,24496.03992,1957.821369,1385.61642,1468.251147,82196.29739,6647.748431,58234276.26
54.21875,71.09375,4.8515625,2.232109375,1.452421875,4.493203125,2.154140625,0.72234375,0.69296875,0.69296875,0.06140625,-126.5625,0.0378125,0.98046875,0.0665625,925.78125,0.0509375,0.31875,0.59375,11.9453125,14.2578125,3.5390625,0.84296875,1,1,0,82804.31016,73600.64962,87436.19041,3962.492242,2252.974619,2588.005521,305797.2569,10204.51576,89391558.03
69.21875,26.09375,4.1015625,3.479609375,0.204921875,3.245703125,3.401640625,0.48734375,0.92796875,0.92796875,0.29640625,-36.5625,0.0678125,1.35546875,0.0565625,1150.78125,0.0609375,0.51875,0.39375,6.6953125,10.5078125,4.2890625,0.91796875,0,0,0,42884.57467,37233.6426,42213.1921,3043.59562,1986.408706,2587.293436,147273.7341,13053.25044,114346473.8
39.21875,56.09375,5.6015625,0.984609375,2.699921875,0.750703125,0.906640625,0.01734375,0.45796875,0.45796875,0.76640625,143.4375,0.0478125,0.60546875,0.0365625,1000.78125,0.0409375,0.11875,0.79375,10.1953125,13.0078125,5.7890625,0.76796875,1,1,1,75349.73145,73681.30624,81255.40787,4623.365273,3775.144108,4603.301327,259295.4848,16869.80166,147779462.6
46.71875,33.59375,5.2265625,0.360859375,3.323671875,1.374453125,2.777890625,0.60484375,0.81046875,0.57546875,0.41390625,98.4375,0.0628125,1.16796875,0.0315625,1038.28125,0.0459375,0.21875,0.29375,7.5703125,12.3828125,4.6640625,0.88046875,1,1,0,37080.33526,35962.78122,39493.00945,1920.182607,1343.54109,1635.491945,132654.6578,7275.446962,63732915.39
76.71875,63.59375,3.7265625,2.855859375,0.828671875,3.869453125,0.282890625,0.13484375,0.34046875,0.10546875,0.88390625,-81.5625,0.0428125,1.91796875,0.0515625,1188.28125,0.0659375,0.61875,0.69375,11.0703125,14.8828125,3.1640625,0.73046875,0,0,1,78146.78654,71574.04879,94463.09827,3251.489229,1818.788933,2676.632814,298894.882,7993.676302,70024604.4
61.71875,48.59375,5.9765625,1.608359375,2.076171875,2.621953125,4.025390625,0.36984375,0.10546875,0.34046875,0.64890625,-171.5625,0.0528125,0.79296875,0.0615625,963.28125,0.0559375,0.41875,0.89375,5.8203125,11.1328125,3.9140625,0.95546875,1,1,1,142031.1964,136546.8189,151699.1045,13885.13338,11419.00831,14188.66505,472028.273,54190.80604,474711460.9
31.71875,78.59375,4.4765625,4.103359375,4.571171875,0.126953125,1.530390625,0.83984375,0.57546875,0.81046875,0.17890625,8.4375,0.0328125,1.54296875,0.0415625,1113.28125,0.0359375,0.81875,0.49375,9.3203125,13.6328125,5.4140625,0.80546875,0,0,0,46257.84123,35941.81685,40066.8728,3498.38301,2458.994943,2819.173145,180197.3511,9914.644479,86852285.63
27.96875,22.34375,5.7890625,2.543984375,1.764296875,1.062578125,3.089765625,0.66359375,0.75171875,0.39921875,0.23765625,75.9375,0.0403125,0.69921875,0.0590625,1019.53125,0.0634375,0.16875,0.24375,6.2578125,12.0703125,3.3515625,0.93671875,1,0,1,19314.1517,17813.78873,20274.09474,1274.179054,798.2776611,1054.119608,62436.26953,4453.612438,39013644.96
57.96875,52.34375,4.2890625,0.048984375,4.259296875,3.557578125,0.594765625,0.19359375,0.28171875,0.86921875,0.70765625,-104.0625,0.0603125,1.44921875,0.0390625,1169.53125,0.0434375,0.56875,0.64375,9.7578125,14.5703125,4.8515625,0.78671875,0,1,0,65809.30082,62762.94109,71634.19177,3111.55928,2099.53471,2550.195476,238222.2468,9287.965417,81362577.05
72.96875,37.34375,5.0390625,3.791484375,3.011796875,4.805078125,4.337265625,0.42859375,0.04671875,0.63421875,0.94265625,-14.0625,0.0303125,1.07421875,0.0490625,944.53125,0.0334375,0.36875,0.84375,8.0078125,10.8203125,5.6015625,0.86171875,1,0,0,96620.03602,91121.63752,95261.36233,6886.557728,5241.880984,5850.136774,301492.77,24116.78736,211263057.2
42.96875,67.34375,3.5390625,1.296484375,0.516796875,2.310078125,1.842265625,0.89859375,0.51671875,0.16421875,0.47265625,165.9375,0.0503125,1.82421875,0.0690625,1094.53125,0.0534375,0.76875,0.44375,11.5078125,13.3203125,4.1015625,0.71171875,0,1,1,38065.1402,28920.9541,33568.84481,1555.451592,550.598391,609.132768,134215.0924,2732.118785,23933360.56
35.46875,44.84375,3.9140625,1.920234375,1.140546875,0.438828125,4.961015625,0.31109375,0.16421875,0.75171875,0.82515625,120.9375,0.0353125,1.26171875,0.0640625,1057.03125,0.0584375,0.86875,0.94375,5.3828125,11.4453125,3.7265625,0.89921875,0,1,0,52689.27327,45490.47589,49369.57933,4390.614696,3075.337462,3549.468358,162794.4541,17607.54941,154242132.9
65.46875,74.84375,5.4140625,4.415234375,3.635546875,2.933828125,2.466015625,0.78109375,0.63421875,0.28171875,0.35515625,-59.0625,0.0553125,0.51171875,0.0440625,907.03125,0.0384375,0.46875,0.54375,8.8828125,13.9453125,5.2265625,0.74921875,1,0,1,109343.8698,99407.60478,102600.5339,5428.565389,3671.369226,3994.449762,373967.8024,15989.83126,140070921.9
50.46875,29.84375,3.1640625,0.672734375,4.883046875,4.181328125,3.713515625,0.54609375,0.86921875,0.04671875,0.12015625,-149.0625,0.0453125,1.63671875,0.0340625,1132.03125,0.0484375,0.66875,0.34375,7.1328125,10.1953125,5.9765625,0.97421875,0,1,1,22529.42304,21264.92597,26145.2889,794.7382031,423.9248072,595.3777119,87008.23959,2860.665184,25059427.01
20.46875,59.84375,4.6640625,3.167734375,2.388046875,1.686328125,1.218515625,0.07609375,0.39921875,0.51671875,0.59015625,30.9375,0.0653125,0.88671875,0.0540625,982.03125,0.0684375,0.26875,0.74375,10.6328125,12.6953125,4.4765625,0.82421875,1,0,0,41084.08089,38864.1387,44248.26459,2705.361132,1999.539627,2678.783261,130085.7163,9475.578226,83006065.26
20.703125,39.921875,3.87890625,0.965117188,4.512695313,3.382148437,4.317773438,0.241328125,0.109140625,0.777421875,0.703984375,85.78125,0.06265625,1.818359375,0.03109375,1128.515625,0.05265625,0.384375,0.265625,8.91015625,14.27734375,3.17578125,0.966015625,1,1,1,15216.86324,13042.64449,15961.75079,1096.900853,796.8306889,1051.909869,61438.26835,4783.96277,41907513.86
50.703125,69.921875,5.37890625,3.460117188,2.017695313,0.887148438,1.822773438,0.711328125,0.579140625,0.307421875,0.233984375,-94.21875,0.04265625,1.068359375,0.05109375,978.515625,0.03265625,0.784375,0.665625,5.41015625,11.77734375,4.67578125,0.816015625,0,0,0,120205.734,112869.1582,118231.0207,8748.010335,6429.612162,6945.389122,373856.4619,30150.26049,264116281.9
65.703125,24.921875,3.12890625,2.212617188,0.770195313,2.134648437,3.070273438,0.946328125,0.814140625,0.072421875,0.468984375,-4.21875,0.05265625,1.443359375,0.06109375,1053.515625,0.04265625,0.184375,0.865625,10.66015625,13.02734375,5.42578125,0.891015625,1,1,0,37140.80132,32437.69146,33971.41117,2161.87626,1242.30377,1359.755845,118668.2318,6431.627783,56341059.38
35.703125,54.921875,4.62890625,4.707617188,3.265195313,4.629648438,0.575273438,0.476328125,0.344140625,0.542421875,0.938984375,175.78125,0.03265625,0.693359375,0.04109375,903.515625,0.06265625,0.584375,0.465625,7.16015625,10.52734375,3.92578125,0.741015625,0,0,1,43625.33601,41225.98595,47836.86074,2009.271134,1270.325879,1744.621935,151279.1438,6421.726185,56254321.38
43.203125,32.421875,5.75390625,4.083867188,2.641445312,2.758398438,3.694023438,0.828828125,0.931640625,0.424921875,0.351484375,130.78125,0.05765625,0.880859375,0.04609375,941.015625,0.06765625,0.684375,0.965625,9.78515625,14.90234375,3.55078125,0.853515625,0,0,0,64787.19357,62920.77133,67286.94204,4906.146088,4097.168619,4931.719761,199641.8531,15664.96444,137225088.5
73.203125,62.421875,4.25390625,1.588867188,0.146445313,0.263398438,1.199023438,0.358828125,0.461640625,0.894921875,0.821484375,-49.21875,0.03765625,1.630859375,0.06609375,1091.015625,0.04765625,0.284375,0.565625,6.28515625,12.40234375,5.05078125,0.703515625,1,1,1,112980.4674,102636.8396,118913.3009,7640.960838,4532.131719,5254.329218,391199.817,26527.76646,232383234.2
58.203125,47.421875,5.00390625,2.836367188,1.393945313,1.510898438,4.941523438,0.123828125,0.226640625,0.659921875,0.586484375,-139.21875,0.06765625,0.505859375,0.05609375,1016.015625,0.03765625,0.884375,0.365625,11.53515625,13.65234375,5.80078125,0.928515625,0,0,1,42983.12891,34156.09477,32876.04987,1779.937213,898.0556933,870.8081359,140108.1071,2752.916477,24115548.34
